"ID","StudentID","Date","MealID","MessID","IsManualAttendance","ManualAttendanceLogID","CreatedTime"
"576195","4641","2025-01-30 19:39:26","3","30","0","0","2025-01-30 21:12:00"
"576194","4730","2025-01-30 19:39:20","3","30","0","0","2025-01-30 21:11:59"
"576193","4520","2025-01-30 19:39:17","3","30","0","0","2025-01-30 21:11:58"
"576192","4583","2025-01-30 19:39:09","3","30","0","0","2025-01-30 21:11:58"
"576191","4480","2025-01-30 19:38:58","3","30","0","0","2025-01-30 21:11:57"
"576190","4481","2025-01-30 19:38:54","3","30","0","0","2025-01-30 21:11:56"
"576189","4486","2025-01-30 19:38:47","3","30","0","0","2025-01-30 21:11:55"
"576188","4619","2025-01-30 19:38:36","3","30","0","0","2025-01-30 21:11:53"
"576187","5185","2025-01-30 19:38:15","3","30","0","0","2025-01-30 21:11:52"
"576186","4830","2025-01-30 19:38:11","3","30","0","0","2025-01-30 21:11:51"
"576185","4750","2025-01-30 19:37:55","3","30","0","0","2025-01-30 21:11:51"
"576184","4628","2025-01-30 19:37:45","3","30","0","0","2025-01-30 21:11:50"
"576183","4947","2025-01-30 19:37:40","3","30","0","0","2025-01-30 21:11:49"
"576182","4945","2025-01-30 19:37:35","3","30","0","0","2025-01-30 21:11:48"
"576181","4946","2025-01-30 19:37:33","3","30","0","0","2025-01-30 21:11:47"
"576180","5131","2025-01-30 19:37:19","3","30","0","0","2025-01-30 21:11:46"
"576179","4527","2025-01-30 19:36:42","3","30","0","0","2025-01-30 21:11:45"
"576178","4445","2025-01-30 19:36:40","3","30","0","0","2025-01-30 21:11:44"
"576177","5231","2025-01-30 19:35:27","3","30","0","0","2025-01-30 21:11:44"
"576176","5087","2025-01-30 19:35:23","3","30","0","0","2025-01-30 21:11:43"
"576175","5191","2025-01-30 19:34:53","3","30","0","0","2025-01-30 21:11:42"
"576174","5093","2025-01-30 19:34:48","3","30","0","0","2025-01-30 21:11:41"
"576173","4466","2025-01-30 19:34:23","3","30","0","0","2025-01-30 21:11:39"
"576172","5249","2025-01-30 19:34:19","3","30","0","0","2025-01-30 21:11:38"
"576171","5237","2025-01-30 19:34:15","3","30","0","0","2025-01-30 21:11:38"
"576170","5236","2025-01-30 19:34:06","3","30","0","0","2025-01-30 21:11:37"
"576169","4549","2025-01-30 19:33:33","3","30","0","0","2025-01-30 21:11:35"
"576168","4548","2025-01-30 19:33:26","3","30","0","0","2025-01-30 21:11:34"
"576167","4881","2025-01-30 19:33:22","3","30","0","0","2025-01-30 21:11:34"
"576166","5271","2025-01-30 19:32:22","3","30","0","0","2025-01-30 21:11:33"
"576165","5091","2025-01-30 19:32:16","3","30","0","0","2025-01-30 21:11:32"
"576164","4793","2025-01-30 19:32:11","3","30","0","0","2025-01-30 21:11:31"
"576163","5117","2025-01-30 19:32:08","3","30","0","0","2025-01-30 21:11:31"
"576162","5306","2025-01-30 19:32:04","3","30","0","0","2025-01-30 21:11:30"
"576161","4965","2025-01-30 19:32:01","3","30","0","0","2025-01-30 21:11:29"
"576160","4533","2025-01-30 19:31:57","3","30","0","0","2025-01-30 21:11:28"
"576159","4605","2025-01-30 19:31:38","3","30","0","0","2025-01-30 21:11:28"
"576158","4580","2025-01-30 19:31:10","3","30","0","0","2025-01-30 21:11:27"
"576157","4933","2025-01-30 19:31:02","3","30","0","0","2025-01-30 21:11:25"
"576156","4848","2025-01-30 19:30:26","3","30","0","0","2025-01-30 21:11:25"
"576155","5205","2025-01-30 19:30:18","3","30","0","0","2025-01-30 21:11:24"
"576154","5088","2025-01-30 19:30:07","3","30","0","0","2025-01-30 21:11:23"
"576153","4976","2025-01-30 19:29:49","3","30","0","0","2025-01-30 21:11:22"
"576152","4731","2025-01-30 19:29:42","3","30","0","0","2025-01-30 21:11:22"
"576151","4722","2025-01-30 19:29:37","3","30","0","0","2025-01-30 21:11:21"
"576150","4904","2025-01-30 19:29:33","3","30","0","0","2025-01-30 21:11:20"
"576149","4804","2025-01-30 19:29:30","3","30","0","0","2025-01-30 21:11:19"
"576148","5115","2025-01-30 19:29:26","3","30","0","0","2025-01-30 21:11:19"
"576147","4579","2025-01-30 19:29:17","3","30","0","0","2025-01-30 21:11:18"
"576146","4574","2025-01-30 19:29:08","3","30","0","0","2025-01-30 21:11:17"
"576145","4791","2025-01-30 19:29:03","3","30","0","0","2025-01-30 21:11:16"
"576144","5086","2025-01-30 19:28:57","3","30","0","0","2025-01-30 21:11:15"
"576143","4792","2025-01-30 19:28:52","3","30","0","0","2025-01-30 21:11:15"
"576142","4577","2025-01-30 19:28:42","3","30","0","0","2025-01-30 21:11:14"
"576141","4476","2025-01-30 19:28:31","3","30","0","0","2025-01-30 21:11:13"
"576140","4545","2025-01-30 19:28:26","3","30","0","0","2025-01-30 21:11:13"
"576139","5261","2025-01-30 19:28:05","3","30","0","0","2025-01-30 21:11:11"
"576138","5077","2025-01-30 19:28:01","3","30","0","0","2025-01-30 21:11:10"
"576137","5133","2025-01-30 19:27:56","3","30","0","0","2025-01-30 21:11:10"
"576136","5078","2025-01-30 19:27:52","3","30","0","0","2025-01-30 21:11:09"
"576135","4726","2025-01-30 19:26:58","3","30","0","0","2025-01-30 21:11:08"
"576134","4880","2025-01-30 19:26:53","3","30","0","0","2025-01-30 21:11:07"
"576133","5290","2025-01-30 19:26:43","3","30","0","0","2025-01-30 21:11:06"
"576132","5297","2025-01-30 19:26:39","3","30","0","0","2025-01-30 21:11:06"
"576131","4711","2025-01-30 19:26:17","3","30","0","0","2025-01-30 21:11:05"
"576130","4874","2025-01-30 19:26:11","3","30","0","0","2025-01-30 21:11:04"
"576129","5005","2025-01-30 19:26:07","3","30","0","0","2025-01-30 21:11:03"
"576128","4778","2025-01-30 19:26:00","3","30","0","0","2025-01-30 21:11:03"
"576127","4958","2025-01-30 19:25:51","3","30","0","0","2025-01-30 21:11:02"
"576126","4779","2025-01-30 19:25:46","3","30","0","0","2025-01-30 21:11:01"
"576125","4870","2025-01-30 19:25:37","3","30","0","0","2025-01-30 21:11:00"
"576124","4979","2025-01-30 19:25:33","3","30","0","0","2025-01-30 21:11:00"
"576123","4981","2025-01-30 19:25:29","3","30","0","0","2025-01-30 21:10:59"
"576122","4995","2025-01-30 19:25:25","3","30","0","0","2025-01-30 21:10:58"
"576121","4512","2025-01-30 19:25:21","3","30","0","0","2025-01-30 21:10:58"
"576120","4511","2025-01-30 19:25:13","3","30","0","0","2025-01-30 21:10:57"
"576119","4514","2025-01-30 19:25:08","3","30","0","0","2025-01-30 21:10:56"
"576118","4513","2025-01-30 19:25:05","3","30","0","0","2025-01-30 21:10:55"
"576117","4515","2025-01-30 19:25:01","3","30","0","0","2025-01-30 21:10:54"
"576116","5145","2025-01-30 19:24:28","3","30","0","0","2025-01-30 21:10:54"
"576115","4499","2025-01-30 19:24:23","3","30","0","0","2025-01-30 21:10:53"
"576114","4500","2025-01-30 19:24:19","3","30","0","0","2025-01-30 21:10:52"
"576113","5230","2025-01-30 19:23:59","3","30","0","0","2025-01-30 21:10:51"
"576112","5104","2025-01-30 19:23:55","3","30","0","0","2025-01-30 21:10:50"
"576111","5293","2025-01-30 19:23:50","3","30","0","0","2025-01-30 21:10:50"
"576110","5084","2025-01-30 19:23:12","3","30","0","0","2025-01-30 21:10:49"
"576109","5083","2025-01-30 19:23:08","3","30","0","0","2025-01-30 21:10:48"
"576108","5155","2025-01-30 19:23:04","3","30","0","0","2025-01-30 21:10:47"
"576107","4816","2025-01-30 19:22:54","3","30","0","0","2025-01-30 21:10:47"
"576106","5277","2025-01-30 19:22:44","3","30","0","0","2025-01-30 21:10:46"
"576105","5260","2025-01-30 19:22:41","3","30","0","0","2025-01-30 21:10:45"
"576104","5162","2025-01-30 19:22:24","3","30","0","0","2025-01-30 21:10:44"
"576103","4774","2025-01-30 19:22:19","3","30","0","0","2025-01-30 21:10:43"
"576102","4978","2025-01-30 19:22:14","3","30","0","0","2025-01-30 21:10:42"
"576101","5053","2025-01-30 19:22:09","3","30","0","0","2025-01-30 21:10:41"
"576100","4444","2025-01-30 19:21:45","3","30","0","0","2025-01-30 21:10:40"
"576099","5234","2025-01-30 19:21:09","3","30","0","0","2025-01-30 21:10:39"
"576098","5214","2025-01-30 19:20:54","3","30","0","0","2025-01-30 21:10:38"
"576097","5198","2025-01-30 19:20:46","3","30","0","0","2025-01-30 21:10:37"
"576096","4892","2025-01-30 19:20:41","3","30","0","0","2025-01-30 21:10:37"
"576095","5200","2025-01-30 19:20:36","3","30","0","0","2025-01-30 21:10:36"
