"ID","StudentID","Date","MealID","MessID","IsManualAttendance","ManualAttendanceLogID","CreatedTime"
"576223","5176","2025-01-30 19:43:20","3","30","0","0","2025-01-30 21:12:23"
"576222","4825","2025-01-30 19:43:10","3","30","0","0","2025-01-30 21:12:22"
"576221","4871","2025-01-30 19:43:08","3","30","0","0","2025-01-30 21:12:21"
"576220","5276","2025-01-30 19:43:03","3","30","0","0","2025-01-30 21:12:21"
"576219","4813","2025-01-30 19:43:00","3","30","0","0","2025-01-30 21:12:20"
"576218","5194","2025-01-30 19:42:57","3","30","0","0","2025-01-30 21:12:19"
"576217","5274","2025-01-30 19:42:54","3","30","0","0","2025-01-30 21:12:19"
"576216","4739","2025-01-30 19:42:20","3","30","0","0","2025-01-30 21:12:18"
"576215","4680","2025-01-30 19:42:16","3","30","0","0","2025-01-30 21:12:17"
"576214","4667","2025-01-30 19:42:07","3","30","0","0","2025-01-30 21:12:16"
"576213","5108","2025-01-30 19:42:02","3","30","0","0","2025-01-30 21:12:16"
"576212","4657","2025-01-30 19:41:57","3","30","0","0","2025-01-30 21:12:15"
"576211","4735","2025-01-30 19:41:49","3","30","0","0","2025-01-30 21:12:14"
"576210","4843","2025-01-30 19:41:40","3","30","0","0","2025-01-30 21:12:13"
"576209","5129","2025-01-30 19:41:35","3","30","0","0","2025-01-30 21:12:13"
"576208","5026","2025-01-30 19:41:31","3","30","0","0","2025-01-30 21:12:12"
"576207","4519","2025-01-30 19:41:27","3","30","0","0","2025-01-30 21:12:11"
"576206","4974","2025-01-30 19:41:23","3","30","0","0","2025-01-30 21:12:10"
"576205","4518","2025-01-30 19:41:12","3","30","0","0","2025-01-30 21:12:09"
"576204","4485","2025-01-30 19:41:07","3","30","0","0","2025-01-30 21:12:09"
"576203","4656","2025-01-30 19:41:00","3","30","0","0","2025-01-30 21:12:08"
"576202","4654","2025-01-30 19:40:51","3","30","0","0","2025-01-30 21:12:07"
"576201","4517","2025-01-30 19:40:48","3","30","0","0","2025-01-30 21:12:06"
"576200","5119","2025-01-30 19:40:44","3","30","0","0","2025-01-30 21:12:05"
"576199","4954","2025-01-30 19:40:39","3","30","0","0","2025-01-30 21:12:04"
"576198","5273","2025-01-30 19:39:43","3","30","0","0","2025-01-30 21:12:02"
"576197","4669","2025-01-30 19:39:38","3","30","0","0","2025-01-30 21:12:01"
"576196","4648","2025-01-30 19:39:30","3","30","0","0","2025-01-30 21:12:01"
